PracticeCode,Sex,Attribute,Value
70427,Female,Ages 45 to 64,977
70427,Female,Ages 65 to 74,487
70427,Female,Ages 75 to 84,336
70427,Female,Ages 85 plus,189
70451,Male,Ages 0 to 4,44
70451,Male,Ages 5 to 14,125
70451,Male,Ages 15 to 24,426
70451,Male,Ages 25 to 44,1439
70451,Male,Ages 45 to 64,528
70451,Male,Ages 65 to 74,145
70451,Male,Ages 75 to 84,88
70451,Male,Ages 85 plus,30
70451,Female,Ages 0 to 4,57
70451,Female,Ages 5 to 14,143
70451,Female,Ages 15 to 24,772
70451,Female,Ages 25 to 44,1539
70451,Female,Ages 45 to 64,392
70451,Female,Ages 65 to 74,134
70451,Female,Ages 75 to 84,100
70451,Female,Ages 85 plus,73
70470,Male,Ages 0 to 4,51
70470,Male,Ages 5 to 14,146
70470,Male,Ages 15 to 24,381
70470,Male,Ages 25 to 44,591
70470,Male,Ages 45 to 64,455
70470,Male,Ages 65 to 74,165
70470,Male,Ages 75 to 84,76
70470,Male,Ages 85 plus,34
70470,Female,Ages 0 to 4,62
70470,Female,Ages 5 to 14,148
70470,Female,Ages 15 to 24,447
70470,Female,Ages 25 to 44,541
70470,Female,Ages 45 to 64,439
70470,Female,Ages 65 to 74,182
70470,Female,Ages 75 to 84,114
70470,Female,Ages 85 plus,50
70499,Male,Ages 0 to 4,125
70499,Male,Ages 5 to 14,270
70499,Male,Ages 15 to 24,383
70499,Male,Ages 25 to 44,2029
70499,Male,Ages 45 to 64,909
70499,Male,Ages 65 to 74,186
70499,Male,Ages 75 to 84,73
70499,Male,Ages 85 plus,32
70499,Female,Ages 0 to 4,126
70499,Female,Ages 5 to 14,251
70499,Female,Ages 15 to 24,709
70499,Female,Ages 25 to 44,2296
70499,Female,Ages 45 to 64,829
70499,Female,Ages 65 to 74,218
70499,Female,Ages 75 to 84,99
70499,Female,Ages 85 plus,31
70501,Male,Ages 0 to 4,142
70501,Male,Ages 5 to 14,388
70501,Male,Ages 15 to 24,346
70501,Male,Ages 25 to 44,1087
70501,Male,Ages 45 to 64,973
70501,Male,Ages 65 to 74,323
70501,Male,Ages 75 to 84,252
70501,Male,Ages 85 plus,115
70501,Female,Ages 0 to 4,130
70501,Female,Ages 5 to 14,356
70501,Female,Ages 15 to 24,389
70501,Female,Ages 25 to 44,1084
70501,Female,Ages 45 to 64,994
70501,Female,Ages 65 to 74,381
70501,Female,Ages 75 to 84,347
70501,Female,Ages 85 plus,212
70516,Male,Ages 0 to 4,274
70516,Male,Ages 5 to 14,581
70516,Male,Ages 15 to 24,477
70516,Male,Ages 25 to 44,1286
70516,Male,Ages 45 to 64,1000
70516,Male,Ages 65 to 74,359
70516,Male,Ages 75 to 84,180
70516,Male,Ages 85 plus,52
70516,Female,Ages 0 to 4,242
70516,Female,Ages 5 to 14,541
70516,Female,Ages 15 to 24,450
70516,Female,Ages 25 to 44,1427
70516,Female,Ages 45 to 64,990
70516,Female,Ages 65 to 74,412
70516,Female,Ages 75 to 84,233
70516,Female,Ages 85 plus,78
70521,Male,Ages 0 to 4,88
70521,Male,Ages 5 to 14,178
70521,Male,Ages 15 to 24,360
70521,Male,Ages 25 to 44,1927
70521,Male,Ages 45 to 64,938
70521,Male,Ages 65 to 74,160
70521,Male,Ages 75 to 84,88
70521,Male,Ages 85 plus,26
70521,Female,Ages 0 to 4,84
70521,Female,Ages 5 to 14,215
70521,Female,Ages 15 to 24,482
70521,Female,Ages 25 to 44,2048
70521,Female,Ages 45 to 64,684
70521,Female,Ages 65 to 74,158
70521,Female,Ages 75 to 84,65
70521,Female,Ages 85 plus,38
70535,Male,Ages 0 to 4,114
70535,Male,Ages 5 to 14,365
70535,Male,Ages 15 to 24,349
70535,Male,Ages 25 to 44,687
70535,Male,Ages 45 to 64,912
70535,Male,Ages 65 to 74,400
70535,Male,Ages 75 to 84,245
70535,Male,Ages 85 plus,132
70535,Female,Ages 0 to 4,106
70535,Female,Ages 5 to 14,375
70535,Female,Ages 15 to 24,377
70535,Female,Ages 25 to 44,715
70535,Female,Ages 45 to 64,996
70535,Female,Ages 65 to 74,407
70535,Female,Ages 75 to 84,371
70535,Female,Ages 85 plus,202
70569,Male,Ages 0 to 4,107
70569,Male,Ages 5 to 14,253
70569,Male,Ages 15 to 24,256
70569,Male,Ages 25 to 44,1169
70569,Male,Ages 45 to 64,842
70569,Male,Ages 65 to 74,231
70569,Male,Ages 75 to 84,115
70569,Male,Ages 85 plus,36
70569,Female,Ages 0 to 4,109
70569,Female,Ages 5 to 14,259
70569,Female,Ages 15 to 24,286
70569,Female,Ages 25 to 44,1088
70569,Female,Ages 45 to 64,765
70569,Female,Ages 65 to 74,278
70569,Female,Ages 75 to 84,147
70569,Female,Ages 85 plus,55
70573,Male,Ages 0 to 4,210
70573,Male,Ages 5 to 14,603
70573,Male,Ages 15 to 24,504
70573,Male,Ages 25 to 44,2129
70573,Male,Ages 45 to 64,1250
70573,Male,Ages 65 to 74,336
70573,Male,Ages 75 to 84,139
70573,Male,Ages 85 plus,46
70573,Female,Ages 0 to 4,262
70573,Female,Ages 5 to 14,558
70573,Female,Ages 15 to 24,541
70573,Female,Ages 25 to 44,2044
70573,Female,Ages 45 to 64,1142
70573,Female,Ages 65 to 74,327
70573,Female,Ages 75 to 84,172
70573,Female,Ages 85 plus,88
70588,Male,Ages 0 to 4,201
70588,Male,Ages 5 to 14,456
70588,Male,Ages 15 to 24,449
70588,Male,Ages 25 to 44,1415
70588,Male,Ages 45 to 64,1069
70588,Male,Ages 65 to 74,374
70588,Male,Ages 75 to 84,190
70588,Male,Ages 85 plus,46
70588,Female,Ages 0 to 4,184
70588,Female,Ages 5 to 14,451
70588,Female,Ages 15 to 24,416
70588,Female,Ages 25 to 44,1402
70588,Female,Ages 45 to 64,1036
70588,Female,Ages 65 to 74,327
70588,Female,Ages 75 to 84,225
70588,Female,Ages 85 plus,101
70592,Male,Ages 0 to 4,43
70592,Male,Ages 5 to 14,103
70592,Male,Ages 15 to 24,3120
70592,Male,Ages 25 to 44,4090
70592,Male,Ages 45 to 64,370
70592,Male,Ages 65 to 74,89
70592,Male,Ages 75 to 84,61
70592,Male,Ages 85 plus,11
70592,Female,Ages 0 to 4,34
70592,Female,Ages 5 to 14,72
70592,Female,Ages 15 to 24,6953
70592,Female,Ages 25 to 44,8208
70592,Female,Ages 45 to 64,312
70592,Female,Ages 65 to 74,86
70592,Female,Ages 75 to 84,50
70592,Female,Ages 85 plus,9
70605,Male,Ages 0 to 4,164
70605,Male,Ages 5 to 14,319
70605,Male,Ages 15 to 24,308
70605,Male,Ages 25 to 44,788
70605,Male,Ages 45 to 64,841
70605,Male,Ages 65 to 74,270
70605,Male,Ages 75 to 84,166
70605,Male,Ages 85 plus,51
70605,Female,Ages 0 to 4,130
70605,Female,Ages 5 to 14,330
70605,Female,Ages 15 to 24,296
70605,Female,Ages 25 to 44,829
70605,Female,Ages 45 to 64,860
70605,Female,Ages 65 to 74,327
70605,Female,Ages 75 to 84,198
70605,Female,Ages 85 plus,143
70610,Male,Ages 0 to 4,194
70610,Male,Ages 5 to 14,459
70610,Male,Ages 15 to 24,505
70610,Male,Ages 25 to 44,1357
70610,Male,Ages 45 to 64,1193
70610,Male,Ages 65 to 74,487
70610,Male,Ages 75 to 84,317
70610,Male,Ages 85 plus,129
70610,Female,Ages 0 to 4,190
70610,Female,Ages 5 to 14,459
70610,Female,Ages 15 to 24,509
70610,Female,Ages 25 to 44,1356
70610,Female,Ages 45 to 64,1232
70610,Female,Ages 65 to 74,569
70610,Female,Ages 75 to 84,416
70610,Female,Ages 85 plus,256
70639,Male,Ages 0 to 4,231
70639,Male,Ages 5 to 14,509
70639,Male,Ages 15 to 24,711
70639,Male,Ages 25 to 44,1893
70639,Male,Ages 45 to 64,1567
70639,Male,Ages 65 to 74,524
70639,Male,Ages 75 to 84,280
70639,Male,Ages 85 plus,93
70639,Female,Ages 0 to 4,205
70639,Female,Ages 5 to 14,525
70639,Female,Ages 15 to 24,688
70639,Female,Ages 25 to 44,1951
70639,Female,Ages 45 to 64,1661
70639,Female,Ages 65 to 74,578
70639,Female,Ages 75 to 84,393
70639,Female,Ages 85 plus,166
70658,Male,Ages 0 to 4,153
70658,Male,Ages 5 to 14,347
70658,Male,Ages 15 to 24,343
70658,Male,Ages 25 to 44,1405
70658,Male,Ages 45 to 64,975
70658,Male,Ages 65 to 74,295
70658,Male,Ages 75 to 84,168
70658,Male,Ages 85 plus,54
70658,Female,Ages 0 to 4,118
70658,Female,Ages 5 to 14,346
70658,Female,Ages 15 to 24,317
70658,Female,Ages 25 to 44,1345
70658,Female,Ages 45 to 64,903
70658,Female,Ages 65 to 74,335
70658,Female,Ages 75 to 84,217
70658,Female,Ages 85 plus,99
70662,Male,Ages 0 to 4,516
70662,Male,Ages 5 to 14,1355
70662,Male,Ages 15 to 24,1246
70662,Male,Ages 25 to 44,3735
70662,Male,Ages 45 to 64,2245
70662,Male,Ages 65 to 74,496
70662,Male,Ages 75 to 84,194
70662,Male,Ages 85 plus,51
70662,Female,Ages 0 to 4,469
70662,Female,Ages 5 to 14,1263
70662,Female,Ages 15 to 24,1242
70662,Female,Ages 25 to 44,3759
70662,Female,Ages 45 to 64,1938
70662,Female,Ages 65 to 74,504
70662,Female,Ages 75 to 84,256
70662,Female,Ages 85 plus,98
70709,Male,Ages 0 to 4,105
70709,Male,Ages 5 to 14,402
70709,Male,Ages 15 to 24,308
70709,Male,Ages 25 to 44,730
70709,Male,Ages 45 to 64,851
70709,Male,Ages 65 to 74,266
70709,Male,Ages 75 to 84,160
70709,Male,Ages 85 plus,51
70709,Female,Ages 0 to 4,143
70709,Female,Ages 5 to 14,373
70709,Female,Ages 15 to 24,305
70709,Female,Ages 25 to 44,821
70709,Female,Ages 45 to 64,850
70709,Female,Ages 65 to 74,290
70709,Female,Ages 75 to 84,193
70709,Female,Ages 85 plus,88
70747,Male,Ages 0 to 4,114
70747,Male,Ages 5 to 14,274
70747,Male,Ages 15 to 24,284
70747,Male,Ages 25 to 44,1284
70747,Male,Ages 45 to 64,897
70747,Male,Ages 65 to 74,268
70747,Male,Ages 75 to 84,131
70747,Male,Ages 85 plus,33
70747,Female,Ages 0 to 4,101
70747,Female,Ages 5 to 14,271
70747,Female,Ages 15 to 24,280
70747,Female,Ages 25 to 44,1282
70747,Female,Ages 45 to 64,759
70747,Female,Ages 65 to 74,249
70747,Female,Ages 75 to 84,156
70747,Female,Ages 85 plus,70
70785,Male,Ages 0 to 4,248
70785,Male,Ages 5 to 14,500
70785,Male,Ages 15 to 24,483
70785,Male,Ages 25 to 44,2029
70785,Male,Ages 45 to 64,1492
70785,Male,Ages 65 to 74,503
70785,Male,Ages 75 to 84,350
70785,Male,Ages 85 plus,145
70785,Female,Ages 0 to 4,214
70785,Female,Ages 5 to 14,483
70785,Female,Ages 15 to 24,525
70785,Female,Ages 25 to 44,2117
70785,Female,Ages 45 to 64,1549
70785,Female,Ages 65 to 74,552
70785,Female,Ages 75 to 84,481
70785,Female,Ages 85 plus,265
70790,Male,Ages 0 to 4,146
70790,Male,Ages 5 to 14,452
70790,Male,Ages 15 to 24,529
70790,Male,Ages 25 to 44,1437
70790,Male,Ages 45 to 64,1148
70790,Male,Ages 65 to 74,408
70790,Male,Ages 75 to 84,265
70790,Male,Ages 85 plus,83
70790,Female,Ages 0 to 4,134
70790,Female,Ages 5 to 14,422
70790,Female,Ages 15 to 24,655
70790,Female,Ages 25 to 44,1453
70790,Female,Ages 45 to 64,1110
70790,Female,Ages 65 to 74,454
70790,Female,Ages 75 to 84,331
70790,Female,Ages 85 plus,180
70841,Male,Ages 0 to 4,65
70841,Male,Ages 5 to 14,170
70841,Male,Ages 15 to 24,545
70841,Male,Ages 25 to 44,1923
70841,Male,Ages 45 to 64,606
70841,Male,Ages 65 to 74,144
70841,Male,Ages 75 to 84,71
70841,Male,Ages 85 plus,19
70841,Female,Ages 0 to 4,56
70841,Female,Ages 5 to 14,161
70841,Female,Ages 15 to 24,985
70841,Female,Ages 25 to 44,2541
70841,Female,Ages 45 to 64,427
70841,Female,Ages 65 to 74,114
70841,Female,Ages 75 to 84,84
70841,Female,Ages 85 plus,45
70893,Male,Ages 0 to 4,161
70893,Male,Ages 5 to 14,238
70893,Male,Ages 15 to 24,344
70893,Male,Ages 25 to 44,1300
70893,Male,Ages 45 to 64,667
70893,Male,Ages 65 to 74,215
70893,Male,Ages 75 to 84,113
70893,Male,Ages 85 plus,49
70893,Female,Ages 0 to 4,147
70893,Female,Ages 5 to 14,271
70893,Female,Ages 15 to 24,417
70893,Female,Ages 25 to 44,1366
70893,Female,Ages 45 to 64,568
70893,Female,Ages 65 to 74,244
70893,Female,Ages 75 to 84,147
70893,Female,Ages 85 plus,102
70906,Male,Ages 0 to 4,64
70906,Male,Ages 5 to 14,220
70906,Male,Ages 15 to 24,206
70906,Male,Ages 25 to 44,671
70906,Male,Ages 45 to 64,511
70906,Male,Ages 65 to 74,138
70906,Male,Ages 75 to 84,77
70906,Male,Ages 85 plus,23
70906,Female,Ages 0 to 4,74
70906,Female,Ages 5 to 14,188
70906,Female,Ages 15 to 24,197
70906,Female,Ages 25 to 44,589
70906,Female,Ages 45 to 64,400
70906,Female,Ages 65 to 74,142
70906,Female,Ages 75 to 84,94
70906,Female,Ages 85 plus,32
70911,Male,Ages 0 to 4,217
70911,Male,Ages 5 to 14,588
70911,Male,Ages 15 to 24,519
70911,Male,Ages 25 to 44,1895
70911,Male,Ages 45 to 64,1205
70911,Male,Ages 65 to 74,405
70911,Male,Ages 75 to 84,229
70911,Male,Ages 85 plus,60
70911,Female,Ages 0 to 4,224
70911,Female,Ages 5 to 14,605
70911,Female,Ages 15 to 24,516
70911,Female,Ages 25 to 44,1664
70911,Female,Ages 45 to 64,1105
70911,Female,Ages 65 to 74,511
70911,Female,Ages 75 to 84,307
70911,Female,Ages 85 plus,103
70925,Male,Ages 0 to 4,10
70925,Male,Ages 5 to 14,54
70925,Male,Ages 15 to 24,2257
70925,Male,Ages 25 to 44,4167
70925,Male,Ages 45 to 64,259
70925,Male,Ages 65 to 74,73
70925,Male,Ages 75 to 84,48
70925,Male,Ages 85 plus,20
70925,Female,Ages 0 to 4,19
70925,Female,Ages 5 to 14,36
70925,Female,Ages 15 to 24,1662
70925,Female,Ages 25 to 44,834
70925,Female,Ages 45 to 64,192
70925,Female,Ages 65 to 74,63
70925,Female,Ages 75 to 84,82
70925,Female,Ages 85 plus,29
70930,Male,Ages 0 to 4,319
70930,Male,Ages 5 to 14,949
70930,Male,Ages 15 to 24,724
70930,Male,Ages 25 to 44,1669
70930,Male,Ages 45 to 64,1885
70930,Male,Ages 65 to 74,735
70930,Male,Ages 75 to 84,533
70930,Male,Ages 85 plus,154
70930,Female,Ages 0 to 4,323
70930,Female,Ages 5 to 14,923
70930,Female,Ages 15 to 24,645
70930,Female,Ages 25 to 44,1751
70930,Female,Ages 45 to 64,1920
70930,Female,Ages 65 to 74,801
70930,Female,Ages 75 to 84,613
70930,Female,Ages 85 plus,262
70978,Male,Ages 0 to 4,167
70978,Male,Ages 5 to 14,551
70978,Male,Ages 15 to 24,584
70978,Male,Ages 25 to 44,1425
70978,Male,Ages 45 to 64,1034
70978,Male,Ages 65 to 74,212
70978,Male,Ages 75 to 84,73
70978,Male,Ages 85 plus,18
70978,Female,Ages 0 to 4,181
70978,Female,Ages 5 to 14,488
70978,Female,Ages 15 to 24,523
70978,Female,Ages 25 to 44,1305
70978,Female,Ages 45 to 64,865
70978,Female,Ages 65 to 74,228
70978,Female,Ages 75 to 84,99
70978,Female,Ages 85 plus,35
70982,Male,Ages 0 to 4,134
70982,Male,Ages 5 to 14,200
70982,Male,Ages 15 to 24,235
70982,Male,Ages 25 to 44,1701
70982,Male,Ages 45 to 64,554
70982,Male,Ages 65 to 74,151
70982,Male,Ages 75 to 84,53
70982,Male,Ages 85 plus,11
70982,Female,Ages 0 to 4,127
70982,Female,Ages 5 to 14,170
70982,Female,Ages 15 to 24,447
70982,Female,Ages 25 to 44,1816
70982,Female,Ages 45 to 64,466
70982,Female,Ages 65 to 74,142
70982,Female,Ages 75 to 84,52
70982,Female,Ages 85 plus,17
70997,Male,Ages 0 to 4,205
70997,Male,Ages 5 to 14,455
70997,Male,Ages 15 to 24,420
70997,Male,Ages 25 to 44,2651
70997,Male,Ages 45 to 64,1200
70997,Male,Ages 65 to 74,368
70997,Male,Ages 75 to 84,169
70997,Male,Ages 85 plus,55
70997,Female,Ages 0 to 4,219
70997,Female,Ages 5 to 14,427
70997,Female,Ages 15 to 24,483
70997,Female,Ages 25 to 44,2285
70997,Female,Ages 45 to 64,1061
70997,Female,Ages 65 to 74,371
70997,Female,Ages 75 to 84,218
70997,Female,Ages 85 plus,121
71011,Male,Ages 0 to 4,36
71011,Male,Ages 5 to 14,130
71011,Male,Ages 15 to 24,325
71011,Male,Ages 25 to 44,1318
71011,Male,Ages 45 to 64,564
71011,Male,Ages 65 to 74,144
71011,Male,Ages 75 to 84,73
71011,Male,Ages 85 plus,26
71011,Female,Ages 0 to 4,59
71011,Female,Ages 5 to 14,124
71011,Female,Ages 15 to 24,463
71011,Female,Ages 25 to 44,1215
71011,Female,Ages 45 to 64,434
71011,Female,Ages 65 to 74,127
71011,Female,Ages 75 to 84,88
71011,Female,Ages 85 plus,46
71025,Male,Ages 0 to 4,145
71025,Male,Ages 5 to 14,362
71025,Male,Ages 15 to 24,318
71025,Male,Ages 25 to 44,1193
71025,Male,Ages 45 to 64,1046
71025,Male,Ages 65 to 74,397
71025,Male,Ages 75 to 84,238
71025,Male,Ages 85 plus,100
71025,Female,Ages 0 to 4,145
71025,Female,Ages 5 to 14,305
71025,Female,Ages 15 to 24,348
71025,Female,Ages 25 to 44,1185
71025,Female,Ages 45 to 64,1066
71025,Female,Ages 65 to 74,408
71025,Female,Ages 75 to 84,309
71025,Female,Ages 85 plus,241
71082,Male,Ages 0 to 4,133
71082,Male,Ages 5 to 14,319
71082,Male,Ages 15 to 24,418
71082,Male,Ages 25 to 44,3045
71082,Male,Ages 45 to 64,1312
71082,Male,Ages 65 to 74,270
71082,Male,Ages 75 to 84,127
71082,Male,Ages 85 plus,36
71082,Female,Ages 0 to 4,155
71082,Female,Ages 5 to 14,315
71082,Female,Ages 15 to 24,623
71082,Female,Ages 25 to 44,2779
71082,Female,Ages 45 to 64,916
71082,Female,Ages 65 to 74,255
71082,Female,Ages 75 to 84,117
71082,Female,Ages 85 plus,48
71097,Male,Ages 0 to 4,133
71097,Male,Ages 5 to 14,384
71097,Male,Ages 15 to 24,281
71097,Male,Ages 25 to 44,799
71097,Male,Ages 45 to 64,658
71097,Male,Ages 65 to 74,255
71097,Male,Ages 75 to 84,132
71097,Male,Ages 85 plus,41
71097,Female,Ages 0 to 4,148
71097,Female,Ages 5 to 14,360
71097,Female,Ages 15 to 24,280
71097,Female,Ages 25 to 44,826
71097,Female,Ages 45 to 64,657
71097,Female,Ages 65 to 74,277
71097,Female,Ages 75 to 84,167
71097,Female,Ages 85 plus,72
71114,Male,Ages 0 to 4,225
71114,Male,Ages 5 to 14,410
71114,Male,Ages 15 to 24,331
71114,Male,Ages 25 to 44,2728
71114,Male,Ages 45 to 64,1367
71114,Male,Ages 65 to 74,354
71114,Male,Ages 75 to 84,161
71114,Male,Ages 85 plus,41
71114,Female,Ages 0 to 4,195
71114,Female,Ages 5 to 14,376
71114,Female,Ages 15 to 24,359
71114,Female,Ages 25 to 44,2567
71114,Female,Ages 45 to 64,1074
71114,Female,Ages 65 to 74,369
71114,Female,Ages 75 to 84,207
71114,Female,Ages 85 plus,69
71129,Male,Ages 0 to 4,176
71129,Male,Ages 5 to 14,559
71129,Male,Ages 15 to 24,512
71129,Male,Ages 25 to 44,755
71129,Male,Ages 45 to 64,1207
71129,Male,Ages 65 to 74,450
71129,Male,Ages 75 to 84,383
71129,Male,Ages 85 plus,165
71129,Female,Ages 0 to 4,138
71129,Female,Ages 5 to 14,524
71129,Female,Ages 15 to 24,419
71129,Female,Ages 25 to 44,824
71129,Female,Ages 45 to 64,1240
71129,Female,Ages 65 to 74,509
71129,Female,Ages 75 to 84,530
71129,Female,Ages 85 plus,270
71222,Male,Ages 0 to 4,85
71222,Male,Ages 5 to 14,208
71222,Male,Ages 15 to 24,760
71222,Male,Ages 25 to 44,2463
71222,Male,Ages 45 to 64,655
71222,Male,Ages 65 to 74,132
71222,Male,Ages 75 to 84,41
71222,Male,Ages 85 plus,9
71222,Female,Ages 0 to 4,81
71222,Female,Ages 5 to 14,190
71222,Female,Ages 15 to 24,1443
71222,Female,Ages 25 to 44,2102
71222,Female,Ages 45 to 64,450
71222,Female,Ages 65 to 74,82
71222,Female,Ages 75 to 84,46
71222,Female,Ages 85 plus,18
71326,Male,Ages 0 to 4,139
71326,Male,Ages 5 to 14,330
71326,Male,Ages 15 to 24,453
71326,Male,Ages 25 to 44,2061
71326,Male,Ages 45 to 64,1446
71326,Male,Ages 65 to 74,430
71326,Male,Ages 75 to 84,205
71326,Male,Ages 85 plus,60
71326,Female,Ages 0 to 4,150
71326,Female,Ages 5 to 14,332
71326,Female,Ages 15 to 24,691
71326,Female,Ages 25 to 44,1979
71326,Female,Ages 45 to 64,1323
71326,Female,Ages 65 to 74,403
71326,Female,Ages 75 to 84,270
71326,Female,Ages 85 plus,80
71364,Male,Ages 0 to 4,137
71364,Male,Ages 5 to 14,196
71364,Male,Ages 15 to 24,229
71364,Male,Ages 25 to 44,1338
71364,Male,Ages 45 to 64,862
71364,Male,Ages 65 to 74,213
71364,Male,Ages 75 to 84,85
71364,Male,Ages 85 plus,23
71364,Female,Ages 0 to 4,97
71364,Female,Ages 5 to 14,218
71364,Female,Ages 15 to 24,257
71364,Female,Ages 25 to 44,1347
71364,Female,Ages 45 to 64,695
71364,Female,Ages 65 to 74,234
71364,Female,Ages 75 to 84,133
71364,Female,Ages 85 plus,41
71379,Male,Ages 0 to 4,86
71379,Male,Ages 5 to 14,225
71379,Male,Ages 15 to 24,1318
71379,Male,Ages 25 to 44,2247
71379,Male,Ages 45 to 64,536
71379,Male,Ages 65 to 74,100
71379,Male,Ages 75 to 84,47
71379,Male,Ages 85 plus,11
71379,Female,Ages 0 to 4,87
71379,Female,Ages 5 to 14,246
71379,Female,Ages 15 to 24,2836
71379,Female,Ages 25 to 44,2360
71379,Female,Ages 45 to 64,402
71379,Female,Ages 65 to 74,111
71379,Female,Ages 75 to 84,50
71379,Female,Ages 85 plus,41
71398,Male,Ages 0 to 4,133
71398,Male,Ages 5 to 14,270
71398,Male,Ages 15 to 24,284
71398,Male,Ages 25 to 44,1534
71398,Male,Ages 45 to 64,867
71398,Male,Ages 65 to 74,206
71398,Male,Ages 75 to 84,98
71398,Male,Ages 85 plus,35
71398,Female,Ages 0 to 4,124
71398,Female,Ages 5 to 14,259
71398,Female,Ages 15 to 24,348
71398,Female,Ages 25 to 44,1504
71398,Female,Ages 45 to 64,826
71398,Female,Ages 65 to 74,206
71398,Female,Ages 75 to 84,120
71398,Female,Ages 85 plus,56
71401,Male,Ages 0 to 4,153
71401,Male,Ages 5 to 14,266
71401,Male,Ages 15 to 24,176
71401,Male,Ages 25 to 44,642
71401,Male,Ages 45 to 64,453
71401,Male,Ages 65 to 74,129
71401,Male,Ages 75 to 84,58
71401,Male,Ages 85 plus,22
71401,Female,Ages 0 to 4,121
71401,Female,Ages 5 to 14,244
71401,Female,Ages 15 to 24,175
71401,Female,Ages 25 to 44,718
71401,Female,Ages 45 to 64,485
71401,Female,Ages 65 to 74,141
71401,Female,Ages 75 to 84,95
71401,Female,Ages 85 plus,54
71420,Male,Ages 0 to 4,94
71420,Male,Ages 5 to 14,238
71420,Male,Ages 15 to 24,124
71420,Male,Ages 25 to 44,425
71420,Male,Ages 45 to 64,423
71420,Male,Ages 65 to 74,142
71420,Male,Ages 75 to 84,72
71420,Male,Ages 85 plus,23
71420,Female,Ages 0 to 4,101
71420,Female,Ages 5 to 14,210
71420,Female,Ages 15 to 24,137
71420,Female,Ages 25 to 44,425
71420,Female,Ages 45 to 64,429
71420,Female,Ages 65 to 74,142
71420,Female,Ages 75 to 84,88
71420,Female,Ages 85 plus,30
71434,Male,Ages 0 to 4,240
71434,Male,Ages 5 to 14,549
71434,Male,Ages 15 to 24,464
71434,Male,Ages 25 to 44,1578
71434,Male,Ages 45 to 64,1212
71434,Male,Ages 65 to 74,412
71434,Male,Ages 75 to 84,177
71434,Male,Ages 85 plus,68
71434,Female,Ages 0 to 4,217
71434,Female,Ages 5 to 14,536
71434,Female,Ages 15 to 24,457
71434,Female,Ages 25 to 44,1599
71434,Female,Ages 45 to 64,1202
71434,Female,Ages 65 to 74,445
71434,Female,Ages 75 to 84,269
71434,Female,Ages 85 plus,109
71449,Male,Ages 0 to 4,144
71449,Male,Ages 5 to 14,418
71449,Male,Ages 15 to 24,349
71449,Male,Ages 25 to 44,1079
71449,Male,Ages 45 to 64,956
71449,Male,Ages 65 to 74,351
71449,Male,Ages 75 to 84,212
71449,Male,Ages 85 plus,78
71449,Female,Ages 0 to 4,140
71449,Female,Ages 5 to 14,395
71449,Female,Ages 15 to 24,359
71449,Female,Ages 25 to 44,1197
71449,Female,Ages 45 to 64,1005
71449,Female,Ages 65 to 74,414
71449,Female,Ages 75 to 84,304
71449,Female,Ages 85 plus,185
76000,Male,Ages 0 to 4,163
76000,Male,Ages 5 to 14,423
76000,Male,Ages 15 to 24,345
76000,Male,Ages 25 to 44,795
76000,Male,Ages 45 to 64,1007
76000,Male,Ages 65 to 74,345
76000,Male,Ages 75 to 84,214
76000,Male,Ages 85 plus,64
76000,Female,Ages 0 to 4,159
76000,Female,Ages 5 to 14,400
76000,Female,Ages 15 to 24,335
76000,Female,Ages 25 to 44,810
76000,Female,Ages 45 to 64,1014
76000,Female,Ages 65 to 74,377
76000,Female,Ages 75 to 84,252
76000,Female,Ages 85 plus,94
76029,Male,Ages 0 to 4,136
76029,Male,Ages 5 to 14,318
76029,Male,Ages 15 to 24,295
76029,Male,Ages 25 to 44,545
76029,Male,Ages 45 to 64,891
76029,Male,Ages 65 to 74,338
76029,Male,Ages 75 to 84,292
76029,Male,Ages 85 plus,101
76029,Female,Ages 0 to 4,119
76029,Female,Ages 5 to 14,329
76029,Female,Ages 15 to 24,256
76029,Female,Ages 25 to 44,531
76029,Female,Ages 45 to 64,915
76029,Female,Ages 65 to 74,398
76029,Female,Ages 75 to 84,341
76029,Female,Ages 85 plus,155
76033,Male,Ages 0 to 4,467
76033,Male,Ages 5 to 14,1156
76033,Male,Ages 15 to 24,1196
76033,Male,Ages 25 to 44,2757
76033,Male,Ages 45 to 64,2399
76033,Male,Ages 65 to 74,872
76033,Male,Ages 75 to 84,447
76033,Male,Ages 85 plus,137
76033,Female,Ages 0 to 4,485
76033,Female,Ages 5 to 14,972
76033,Female,Ages 15 to 24,1350
76033,Female,Ages 25 to 44,3040
76033,Female,Ages 45 to 64,2547
76033,Female,Ages 65 to 74,957
76033,Female,Ages 75 to 84,591
76033,Female,Ages 85 plus,250
76052,Male,Ages 0 to 4,194
76052,Male,Ages 5 to 14,478
76052,Male,Ages 15 to 24,474
76052,Male,Ages 25 to 44,1054
76052,Male,Ages 45 to 64,1470
76052,Male,Ages 65 to 74,617
76052,Male,Ages 75 to 84,435
76052,Male,Ages 85 plus,89
76052,Female,Ages 0 to 4,171
76052,Female,Ages 5 to 14,480
76052,Female,Ages 15 to 24,473
76052,Female,Ages 25 to 44,1092
76052,Female,Ages 45 to 64,1528
76052,Female,Ages 65 to 74,691
76052,Female,Ages 75 to 84,461
76052,Female,Ages 85 plus,139
76071,Male,Ages 0 to 4,151
76071,Male,Ages 5 to 14,281
76071,Male,Ages 15 to 24,280
